,OMA_Groups,PANTHER8_LDO,InParanoidCore,Orthoinspector,RSD,Hieranoid_2,OMA_Pairs,EnsemblCompara_v2,Metaphors,InParanoid,EggNOG,PANTHER8_all
P78344,True,False,,,,,False,,,False,,
P78347,True,True,True,,True,True,True,,,True,True,
P78348,True,,False,,,,False,,,False,,
P78356,True,True,True,True,True,,True,,,True,True,
P78357,True,True,True,,,,True,,,True,True,
P78358,False,False,False,False,True,False,False,False,True,False,,False
P78362,True,True,,,,,True,,,True,,
P78363,False,True,False,True,,,False,,,False,,
P78364,False,False,False,,,,False,,,True,,
P78367,False,True,True,,,,True,,,True,,
P78368,True,True,False,True,True,True,False,,,False,True,
P78369,True,True,False,,True,,False,True,,False,True,
P78371,,,False,True,True,False,True,,,True,False,
P78381,False,,False,,True,,False,True,False,False,False,
P78382,False,True,False,,True,,False,,False,False,False,
P78383,,,True,,,,,,,,,
P78385,True,True,True,True,True,,False,True,True,True,,
P78386,True,True,True,True,True,,False,True,True,True,,
P78396,False,False,,,,,True,,,False,,
P78410,True,True,True,True,True,True,True,True,,True,,True
P78417,True,True,True,,,,,,,True,,
P78426,False,True,True,,,True,True,,,True,,
P78504,False,True,True,True,True,True,,,,True,True,True
P78508,False,False,False,,True,,False,,,False,True,
P78524,False,True,False,,,False,True,,,False,,
P78536,False,True,False,False,True,,False,,,False,True,
P78539,True,True,True,True,True,True,True,,,True,True,
P78540,,False,,,,,False,,,False,,
P78543,False,False,False,False,True,False,False,,False,False,True,
P78552,False,False,False,False,False,False,False,,,False,False,
P78562,True,True,True,,True,,False,,,False,False,
P78563,False,,True,True,,,False,,False,False,,
P80075,True,False,False,,,,,,,False,,
P80098,True,False,False,,,,,,,False,,
P80162,True,,True,,,,False,,,False,,
P80188,True,False,False,True,True,True,False,,,False,,
P80192,True,True,True,,True,True,True,,,True,,
P80294,,True,,False,False,,,,,False,,
P80297,True,False,,,,,,,,False,,
P80303,,,,,False,,False,,,False,,
P80362,True,,,,,,,True,True,,,
P80365,False,True,True,,True,,True,,,True,True,True
P80370,False,True,True,False,False,,False,True,,False,,True
P80421,,,,,,,,True,,,,
P80422,True,,,,,,,True,,,,
P80748,True,True,,True,True,True,,True,,,,
P81133,True,,,,True,True,,,,True,,
P81274,False,,True,,,True,True,,,True,True,
P81877,False,False,False,False,True,False,False,False,,False,False,
P82251,True,True,,,,,,True,,False,,
P82279,True,True,True,True,True,,True,,True,True,True,True
P82664,False,False,False,False,,False,False,False,,,False,False
P82912,False,False,,,,False,False,,True,,False,
P82933,False,,False,,,False,True,,,,False,
P82980,True,True,True,,True,True,,,,True,True,
P82987,False,True,True,True,True,True,True,,True,False,True,
P83105,True,True,,,,False,,,,False,,
P83110,True,True,,,,False,,,,False,,
P83111,False,,,,,,True,True,,,True,
P83593,True,,,,True,,,True,True,,True,
P83731,False,,True,False,,,,,,,,
P83881,,,False,,,,,,,False,False,
P83916,True,False,False,False,True,,False,,,False,False,
P84022,True,,False,,,False,True,,,False,,
P84074,True,False,False,True,,,True,False,,False,True,
P84077,False,True,False,False,True,,False,,False,False,False,
P84085,False,False,False,,False,,True,,,False,,
P84101,,,False,False,False,,,,False,,False,
P84103,False,False,False,False,False,,False,False,False,False,,True
P84243,True,True,False,,,,False,,,False,,
P84550,False,,,,False,,False,,,,,
P85037,False,False,,,,,False,,,,,
P85298,False,True,True,False,True,True,True,,,False,True,
P85299,,True,,,,,,,,,,
P86397,False,,,,,,,,,,,
P86452,False,False,False,False,True,,False,,,False,True,False
P98073,True,True,True,True,,True,True,,,False,True,
P98077,True,True,True,,True,,False,,,False,,
P98082,False,True,False,False,False,False,False,True,False,False,False,
P98088,False,False,True,,True,,True,,True,False,False,
P98095,True,True,True,True,True,True,True,True,True,False,True,True
P98155,True,False,,False,True,,True,,,False,True,
P98160,,,,,,,,,,,True,
P98161,False,False,False,False,False,False,False,,,False,False,False
P98168,False,True,False,True,False,True,False,,True,False,True,
P98169,False,True,False,True,False,True,False,,True,False,True,
P98170,False,False,,,,,False,False,,,True,
P98171,False,False,False,True,,,True,,,False,True,False
P98172,False,True,True,,,,False,,False,False,,
P98173,False,False,False,False,True,False,False,False,,False,False,False
P98174,False,True,False,True,True,True,False,,True,False,True,
P98175,True,True,,,,,,,True,True,,
P98179,,True,True,,,,,,,True,,
P98182,True,True,True,True,True,,True,True,True,False,,
P98187,True,True,True,,,,,True,True,False,True,
P98194,,,,,,True,,,,False,,
P98196,False,True,True,,True,True,False,,True,False,,
P98198,True,False,True,,,,False,,,False,,
Q00005,,,False,,,,False,,,False,,
Q00013,True,True,True,True,True,,True,,,True,True,
Q00056,False,,True,True,True,,True,,,True,,
Q00059,True,True,True,True,True,True,True,True,True,True,True,
Q00169,,True,False,,True,,False,,,False,,
Q00266,,True,False,,,,True,,,False,,
Q00341,True,True,False,,True,True,True,,,False,,True
Q00444,False,True,False,True,True,,False,,,False,True,
Q00532,True,True,True,,True,True,True,,,True,True,
Q00536,True,True,True,True,True,False,True,,,True,,
Q00537,True,,True,True,True,False,True,,,True,,
Q00577,True,,False,,,,False,,,False,True,
Q00604,,False,,,,,,,,,,False
Q00610,,,False,,,,False,,,False,,
Q00613,False,False,False,,,,False,,,,True,
Q00653,True,True,True,True,,True,True,True,,False,True,True
Q00688,False,False,,,,False,False,,,,,
Q00722,False,True,True,True,True,,False,,,False,True,
Q00765,False,True,True,,,,,,,False,,
Q00839,False,False,,,,,False,,,True,True,
Q00872,True,True,True,True,True,True,True,True,,True,True,
Q00887,True,True,True,True,True,True,True,True,,False,,True
Q00888,,,,True,,True,True,True,,,,True
Q00889,True,True,True,True,True,True,True,True,,False,,True
Q00973,,,,,,,True,False,,False,,
Q00975,False,False,False,True,True,,False,,False,False,True,
Q00978,False,False,True,,True,True,False,,,False,,
Q00987,,False,,,,,False,,,False,,
Q00G26,False,False,False,False,True,,False,False,True,True,,
Q01064,True,False,False,,,,False,,,False,True,
Q01081,,,False,,,,,True,,False,,
Q01082,True,True,True,True,True,True,True,,,True,True,
Q01085,True,True,False,True,True,True,True,True,True,False,False,
Q01094,False,False,True,,True,,False,,,False,False,
Q01101,False,False,False,False,,False,False,,,False,,False
Q01105,False,,False,True,False,False,False,True,True,False,True,
Q01113,True,True,True,False,,,True,False,,False,,
Q01118,False,False,False,,True,,False,,False,False,,
Q01167,False,False,,,,,False,,,,True,
Q01196,False,,,,,False,False,,,,,
Q01201,False,False,True,True,True,True,False,,False,False,True,True
Q01362,False,False,False,False,True,,False,False,True,False,,
Q01415,True,True,True,True,True,True,True,,,True,True,
Q01432,False,True,False,,False,False,False,,,False,,
Q01433,False,,False,,False,False,False,,,False,,
Q01449,,False,False,,True,,False,,,False,False,
Q01459,False,True,True,,,True,True,False,,True,False,
Q01469,,True,True,,True,True,False,,,False,,
Q01518,,,False,,,,False,,False,False,,
Q01523,,False,,,,,True,,,False,,
Q01524,True,False,True,True,True,True,,,,False,,
Q01538,False,True,True,,True,,False,,,False,,
Q01543,False,,,,,,False,,,False,True,
Q01546,False,False,False,False,False,,False,False,False,False,,
Q01581,False,,False,,True,,False,,,False,,
Q01629,False,False,,False,False,False,False,False,True,False,False,False
Q01638,True,True,False,True,True,True,True,True,,False,,True
Q01650,True,,,,,,True,True,,False,,
Q01658,,,False,,,,True,,,True,,
Q01668,False,False,False,True,True,,False,,False,False,True,
Q01718,True,True,False,True,True,True,True,True,,False,,
Q01740,True,True,False,,,,False,,,False,,
Q01813,False,True,True,,,,False,,,False,,
Q01814,True,True,False,,True,False,True,,,False,False,
Q01850,True,True,True,True,True,True,True,True,,True,True,True
Q01954,False,,,,,,False,,,False,False,
Q01955,True,True,True,True,True,,True,,True,True,True,
Q01959,True,False,True,,,,True,,,False,,
Q01968,False,True,,,,,,,,,,
Q01970,False,True,True,True,True,,False,,,False,True,
Q01974,True,True,True,,True,,True,,,True,,
Q01995,,True,False,,True,,False,,,False,False,
Q02045,False,False,False,False,False,,False,,,False,False,False
Q02078,False,,,,True,False,True,,,True,,
Q02086,False,True,True,True,False,,False,,,False,True,
Q02094,False,False,False,,,False,False,False,,False,False,False
Q02108,False,False,False,False,True,False,False,,False,False,False,
Q02153,False,False,False,False,True,False,False,,False,False,False,
Q02156,True,,True,True,True,,True,,,True,True,
Q02161,False,False,,True,True,False,False,False,,,,False
Q02218,,,False,,,,True,,,False,False,
Q02221,False,True,False,False,True,False,False,False,True,False,False,
Q02246,True,True,True,,True,,True,True,,True,True,True
Q02318,True,False,False,True,True,True,True,,,False,True,False
Q02338,False,True,True,,,,True,,,True,True,
Q02363,False,True,False,,True,,False,,,False,True,
Q02386,False,True,False,True,True,,True,False,True,False,,True
Q02388,False,False,True,True,True,True,True,,True,True,True,
Q02410,False,,True,,True,,True,,,False,,
Q02487,True,True,True,True,True,True,True,True,,False,True,True
Q02509,False,True,False,True,True,True,False,,True,False,,
Q02535,False,,False,True,True,,False,,True,False,True,
Q02548,True,True,True,True,True,True,,,,False,True,
Q02556,False,False,,,,,False,,,False,,
Q02641,True,True,True,,True,,True,,True,True,True,
Q02742,False,True,False,False,False,,False,False,False,False,False,
Q02747,False,True,False,True,True,True,True,,True,True,,
Q02750,True,,True,,,,,,,False,,
Q02763,False,False,False,False,False,,False,,,False,False,False
Q02779,True,True,True,,,True,True,,,True,,
Q02790,True,True,True,,True,True,True,,,True,True,
Q02809,False,False,False,False,False,False,True,False,,False,,
Q02817,False,False,True,,True,True,,,True,False,False,
Q02818,True,False,,,,,False,,,False,,
Q02846,True,True,,True,True,,True,,,False,,
Q02880,False,False,False,,,False,False,,,False,False,
Q02928,True,True,,,True,,True,True,True,False,,
Q02952,False,False,False,False,False,False,,,False,False,False,False
Q02962,True,True,True,True,True,True,True,True,,False,True,
Q02978,True,True,False,True,,True,True,True,True,False,True,True
Q02985,True,,True,,True,,,True,,,True,
Q03001,True,True,True,True,True,True,True,True,,True,True,
Q03013,True,True,True,True,True,True,True,True,,True,True,
Q03014,False,False,False,False,False,,False,True,,False,False,False
Q03060,True,True,True,,True,,True,,True,True,,
Q03112,True,,,,,,,,,,,
Q03113,,,,,,,,,,False,True,
Q03135,False,,,,True,,False,,,False,True,
Q03154,True,,True,,,True,,,,,,
Q03167,False,,False,True,True,True,True,True,,False,True,
Q03169,True,False,True,True,True,True,True,False,,False,True,
Q03181,False,True,False,False,False,False,True,,,False,True,
Q03252,True,True,True,,True,,True,,,True,,
Q03395,False,False,True,True,True,False,True,False,,False,,
Q03403,False,False,False,False,,True,False,,False,,,
Q03405,False,False,False,False,False,False,False,False,False,False,,False
Q03431,False,True,False,True,False,True,False,False,,False,True,
Q03468,False,,,,,,True,,,,,
Q03518,True,,,True,,True,,,,,True,
Q03519,True,True,True,True,True,True,,,,True,True,
Q03591,True,True,True,,True,,,True,,True,True,
Q03692,True,True,True,True,True,,True,True,True,True,True,
Q03721,,True,False,,True,,False,True,,False,,
Q03828,False,True,,,,True,,,,True,True,
Q03923,False,True,False,True,False,,True,False,True,False,,True
Q03924,False,True,True,True,True,,True,True,,True,,True
Q03933,False,False,False,,,,False,,,,,
Q03936,False,True,False,True,False,,True,False,True,False,True,True
Q04206,False,False,True,True,True,,False,,False,False,True,True
Q04609,True,,True,,True,,False,,,False,,
Q04637,False,,,,,,False,,,False,,
Q04656,False,False,,,,,True,,,False,False,
Q04695,True,True,True,True,True,,True,True,True,True,True,
Q04721,False,True,False,True,,,,,,False,False,True
Q04726,True,True,True,True,True,True,True,True,True,True,True,True
Q04727,True,True,True,True,True,True,True,True,True,True,True,True
Q04741,False,False,False,False,False,False,False,True,False,False,False,
Q04743,False,,False,False,False,False,False,True,False,False,False,
Q04759,True,True,True,True,True,,True,,,True,True,
Q04771,False,True,True,True,True,True,True,True,,True,True,True
Q04828,True,True,False,,True,,False,,,,False,
Q04844,False,False,True,True,True,True,True,True,,False,,
Q04864,True,,True,,,,True,,,True,,
Q04900,False,,,,,,,,,,,
Q04917,,True,True,,True,,False,,,False,True,
Q05066,True,,True,True,True,True,True,,True,True,,
Q05084,,,,,,,,,,False,,
Q05086,True,False,,,,,True,,,,True,
Q05193,,False,False,,,,False,,,False,,
Q05195,False,,,,False,,True,,,False,,
Q05209,False,False,,False,False,,True,True,,False,False,
Q05315,,False,,,,,,,,False,,
Q05329,True,True,True,,True,,True,True,,True,True,
Q05397,True,False,False,True,True,True,True,True,,False,,
Q05469,True,False,,False,,True,True,,,,,False
Q05481,False,True,False,True,False,,True,False,True,False,,True
Q05516,False,True,True,True,True,,False,False,,False,True,
Q05586,False,False,True,False,,True,,True,,False,False,
Q05639,,True,False,,,,False,,,False,True,
Q05655,True,True,True,True,True,,True,,,True,True,
Q05707,True,True,,True,,,True,,,True,,
Q05823,True,,True,True,,True,True,,True,,,
Q05901,False,False,True,,True,,True,True,,False,True,
Q05923,False,,True,,True,,True,,,True,True,
Q05940,True,True,False,True,True,True,,True,,True,True,True
Q05996,True,False,True,False,False,False,True,False,,False,True,
Q05BQ5,False,False,,,,,,,,False,,
Q05D32,True,,,,,,True,,,,,
Q05DH4,False,True,,,,,True,,,False,,
Q06033,False,True,False,,,False,True,True,,True,True,
Q06055,False,False,False,,True,,False,,False,False,False,
Q06124,False,False,True,False,False,,True,True,,False,False,
Q06136,True,,True,,,True,,True,,,,
Q06141,True,False,False,True,True,,True,,,True,,
Q06187,False,False,False,True,False,,True,,,False,True,
Q06190,False,,,,True,True,True,,,True,,
Q06210,,True,False,,,,True,,,False,,
Q06265,False,False,False,False,False,False,False,False,,False,False,False
Q06278,False,True,,,,,False,,,False,True,
Q06323,False,False,False,False,False,False,False,False,False,False,False,False
Q06413,False,True,,,,False,True,,,True,,
Q06418,True,True,True,True,True,,True,,,True,True,
Q06455,False,True,True,,True,,False,,,False,,
Q06481,False,True,True,,,,False,,,False,True,
Q06495,False,True,,,,,False,,False,False,,
Q06520,False,False,False,False,True,False,True,,,False,,
Q06547,True,True,True,True,,True,True,True,,True,True,
Q06587,False,True,,,,,True,,,,,
Q06609,False,False,False,False,,False,False,False,,False,False,
Q06710,True,,True,True,True,True,True,True,,False,True,
Q06730,False,True,False,True,False,,True,False,True,False,,True
Q06732,False,True,False,True,False,,True,False,True,False,,True
Q06787,False,False,,False,,,True,False,False,False,False,False
Q06828,False,True,True,True,True,,True,True,True,True,True,
Q06830,,True,True,,,,True,,,True,,
Q06889,False,True,True,True,,,,,,True,True,
Q06945,True,,,,,,,,,True,,
Q07001,False,False,True,True,True,,True,True,,False,True,
Q07002,True,True,True,True,True,False,True,,,True,True,
Q07075,True,True,,,,,True,True,,True,True,
Q07092,False,False,False,True,True,,,,False,True,True,
Q07157,True,True,True,True,,True,True,,True,True,,True
Q07343,True,False,False,,True,,False,,,False,True,
Q07352,False,,,,,False,False,,,False,,
Q07444,True,True,True,True,True,,True,True,,True,,True
Q075Z2,False,True,False,False,False,,,,,False,,
