,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB,Avg,HGT_flag
Q9H9J4,1,21,0,0,10,23,12,13,6,26,9,12,14,11.307692307692308,False
Q5VUJ9,0,0,0,0,25,26,26,26,51,25,25,9,9,14.25,False
Q15599,4,3,6,4,5,7,6,5,8,7,11,3,6,5.333333333333333,False
Q8WUN7,2,6,6,1,9,18,15,15,3,12,9,14,11,9.307692307692308,False
Q9HC35,1,1,2,2,1,9,1,17,1,23,18,15,42,7.583333333333333,False
P06730,6,20,14,16,2,6,4,6,5,15,2,5,3,8.0,False
Q8WXW3,23,23,8,27,26,21,23,23,25,22,26,6,31,21.846153846153847,False
Q9BYE7,3,7,4,9,8,22,1,21,21,21,19,17,22,13.461538461538462,False
Q9H8E8,16,16,4,4,15,45,14,14,4,3,15,18,4,10.583333333333334,False
O14672,2,5,4,6,2,2,2,2,5,1,5,12,10,3.8333333333333335,False
P98179,2,2,29,57,1,24,26,28,51,57,40,22,26,28.076923076923077,True
Q9UBL9,1,1,1,1,1,7,1,8,7,9,16,15,15,6.384615384615385,False
Q8TC20,0,0,0,0,1,0,1,0,0,0,1,0,32,0.25,False
Q01959,1,1,2,1,1,7,5,3,26,6,38,5,5,5.25,False
Q8TC21,3,3,3,3,3,3,1,3,31,4,11,11,15,5.25,False
Q6NSI1,1,0,0,1,0,0,1,0,48,10,8,23,20,5.333333333333333,False
Q9Y606,30,5,18,16,5,26,2,4,5,3,5,25,5,11.461538461538462,False
Q969V1,5,5,5,4,5,5,6,5,5,7,7,8,10,5.923076923076923,False
Q9Y6C9,4,7,7,9,5,7,5,5,5,7,5,20,22,6.0,False
Q6UWI4,3,2,2,2,1,1,1,0,1,0,2,0,1,1.2307692307692308,False
P40855,5,7,15,11,7,6,15,9,8,7,7,11,10,9.076923076923077,False
A6NI87,2,2,2,2,2,2,1,2,29,11,15,12,12,5.416666666666667,False
P08240,23,24,15,12,4,16,3,3,5,5,5,6,7,9.846153846153847,False
Q7Z713,4,4,3,3,4,4,3,3,4,8,4,21,26,5.416666666666667,False
Q8N413,2,10,29,23,3,28,27,16,2,25,9,16,23,16.384615384615383,False
P78536,6,3,6,8,3,2,2,2,6,1,7,8,11,5.0,False
Q9H0W8,19,20,2,25,18,17,18,19,21,20,18,4,21,17.076923076923077,False
O15146,7,7,2,2,5,4,8,4,7,1,5,15,5,4.75,False
P35638,3,3,3,3,4,3,4,4,4,3,4,26,27,3.4545454545454546,False
Q8IY57,2,8,7,7,1,1,4,4,5,6,4,5,5,4.538461538461538,False
Q15003,8,8,13,10,8,6,13,7,7,6,8,7,7,7.454545454545454,False
Q15436,1,5,12,23,6,14,4,4,4,19,6,5,4,7.0,False
Q9UID6,0,0,0,0,0,0,0,0,0,0,3,8,8,0.2727272727272727,False
O95782,3,3,32,3,1,24,3,5,5,6,1,5,4,5.25,False
Q8N8V8,0,0,0,0,1,0,1,0,0,0,1,0,0,0.23076923076923078,False
Q9Y239,0,6,4,3,0,0,19,0,0,1,22,0,6,3.25,False
Q8WVZ1,31,0,1,27,26,0,1,30,0,18,26,18,24,15.538461538461538,False
P82970,2,2,1,29,34,1,1,1,0,32,34,21,3,12.384615384615385,False
Q8NHV9,4,4,4,3,1,2,3,1,2,15,16,2,15,5.538461538461538,False
Q6P4A8,23,7,22,8,7,23,7,20,7,22,22,22,22,16.307692307692307,False
P23946,2,1,1,11,0,0,1,0,51,6,1,2,6,2.5833333333333335,False
Q15653,0,0,0,0,0,4,5,11,11,6,21,23,22,7.923076923076923,False
Q969G5,0,0,0,0,0,0,0,0,0,4,2,2,4,0.9230769230769231,False
P28360,3,5,3,3,3,5,2,2,22,9,3,17,21,7.538461538461538,False
Q8NDX2,1,1,25,17,1,51,19,41,28,36,33,40,37,25.384615384615383,True
O14668,0,0,0,1,0,0,1,1,0,5,51,0,0,0.6666666666666666,False
Q96NA8,4,4,3,3,13,4,5,4,4,18,13,13,16,8.0,False
Q13228,46,45,44,46,43,42,42,42,42,42,43,44,43,43.38461538461539,True
O43172,6,4,7,7,3,4,5,4,5,31,2,32,30,10.76923076923077,False
ENSP00000363376,1,1,1,1,1,1,1,1,1,1,1,0,0,0.8461538461538461,False
Q9UI40,8,54,8,9,5,43,4,44,37,51,41,42,42,29.846153846153847,True
Q96Q15,19,19,9,9,20,17,17,15,20,1,21,15,6,14.461538461538462,False
Q13326,1,1,6,1,0,6,1,3,3,14,3,3,3,2.5833333333333335,False
Q8N196,0,11,0,0,6,2,10,8,0,7,6,26,28,6.333333333333333,False
B3KS22,1,1,1,1,1,1,10,26,1,30,1,7,8,4.916666666666667,False
P23396,11,3,4,4,2,17,2,1,2,1,2,6,3,3.4166666666666665,False
O75937,9,12,12,9,5,9,1,7,8,5,5,6,5,7.153846153846154,False
P15692,1,1,2,5,0,6,0,0,2,7,16,4,14,3.5,False
Q9H237,4,5,6,5,4,4,4,4,4,4,8,15,9,5.083333333333333,False
Q8WU03,4,4,8,4,4,4,1,7,55,8,11,11,10,6.333333333333333,False
Q99973,48,49,20,19,0,48,51,23,2,25,32,42,19,29.076923076923077,True
Q9UH65,0,5,0,0,0,20,1,3,6,3,4,4,15,3.4166666666666665,False
Q5VXD3,7,7,8,7,6,11,6,10,12,14,21,12,10,9.166666666666666,False
P04053,3,21,19,3,1,2,10,14,9,20,30,39,42,16.384615384615383,False
Q6UUV7,2,9,2,3,2,2,2,2,6,6,7,2,3,3.25,False
Q9UQ52,1,1,1,1,1,8,3,7,7,2,7,4,6,3.769230769230769,False
Q8IU54,1,5,6,6,1,4,1,3,3,4,1,2,3,3.076923076923077,False
P24310,1,1,1,12,1,11,7,3,9,8,4,10,11,6.076923076923077,False
B7Z6K7,1,1,1,1,0,1,1,1,31,13,8,8,13,4.083333333333333,False
Q92748,0,0,4,3,0,0,11,4,0,3,5,7,8,2.8333333333333335,False
Q6UWN8,1,1,1,1,1,0,1,1,1,2,21,8,7,2.0833333333333335,False
Q9H7P6,0,4,2,5,1,4,2,3,5,10,1,2,2,2.5833333333333335,False
Q9H0C8,21,5,6,19,6,20,15,18,19,1,31,20,47,15.083333333333334,False
Q9BZR6,4,4,4,4,2,4,1,4,10,3,48,18,7,5.416666666666667,False
Q8NFJ8,8,7,2,28,5,7,1,5,4,5,5,5,7,5.083333333333333,False
P22087,5,8,13,18,22,8,7,9,3,46,22,8,6,10.75,False
Q8WV99,3,20,6,19,0,12,15,15,9,15,4,19,17,11.846153846153847,False
Q8N5L8,2,7,4,5,1,20,29,19,19,20,18,20,20,14.153846153846153,False
Q8NAX2,2,2,2,2,1,2,2,2,2,2,1,2,2,1.8461538461538463,False
O14598,0,1,0,1,1,0,1,0,0,0,0,0,1,0.38461538461538464,False
P60372,1,1,13,16,0,1,1,3,2,30,2,23,52,7.75,False
Q8N104,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0769230769230769,False
Q92624,3,3,5,48,6,3,3,3,4,3,40,44,44,16.076923076923077,False
Q92963,2,2,10,2,7,6,21,25,7,22,21,21,24,13.076923076923077,False
O94991,2,2,2,2,2,2,2,2,3,9,5,22,20,3.0,False
O15165,0,1,0,1,0,1,3,1,5,2,0,5,6,1.9230769230769231,False
Q96HE9,9,9,1,1,8,8,8,9,9,8,8,8,1,6.6923076923076925,False
Q86TI0,3,19,3,3,3,24,4,21,7,22,7,9,8,10.23076923076923,False
P22897,1,1,12,1,1,14,7,4,6,7,1,5,5,4.25,False
Q8IW45,1,1,22,63,4,27,6,23,4,27,7,12,7,11.75,False
Q9BXP8,1,1,2,1,2,48,1,49,7,7,12,6,6,4.181818181818182,False
Q9UBV7,2,2,2,2,2,2,2,2,2,20,2,16,6,3.5,False
Q9Y5W5,6,7,8,7,17,21,5,5,7,17,20,19,24,12.538461538461538,False
P29692,6,6,9,8,0,21,17,6,19,12,10,11,15,10.76923076923077,False
ENSP00000412002,1,1,1,1,1,1,1,1,1,1,1,21,14,2.0833333333333335,False
O95528,1,26,1,0,1,21,49,18,48,41,36,46,44,25.53846153846154,True
Q86YD1,12,12,12,12,0,12,12,11,12,10,20,9,12,10.5,False
O75691,8,8,9,8,11,6,7,6,10,6,11,2,6,7.538461538461538,False
Q8NBX0,32,35,15,42,29,28,13,27,8,32,29,28,26,26.46153846153846,True
Q2I0M5,0,0,5,4,0,0,1,0,0,8,21,24,25,6.769230769230769,False
Q4KMG0,0,0,0,0,0,1,1,1,0,6,5,2,4,1.1666666666666667,False
Q9H115,2,1,10,28,1,18,4,3,2,6,3,5,4,4.916666666666667,False
Q96IT1,0,0,0,5,0,0,1,0,23,1,11,7,9,2.8333333333333335,False
Q6P2Q9,6,6,8,6,5,2,6,2,4,2,5,6,4,4.769230769230769,False
Q08397,3,3,3,2,2,1,1,8,1,1,4,5,7,2.75,False
Q6NXT2,1,1,1,1,1,1,38,32,33,17,2,34,34,15.076923076923077,False
Q9GZP9,9,5,13,21,4,12,8,4,9,19,4,7,9,8.583333333333334,False
ENSP00000365802,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
Q9Y5X9,0,0,0,0,0,1,4,1,24,6,2,4,0,1.5,False
Q3KNS6,3,3,3,8,2,3,1,3,26,2,17,16,11,6.0,False
Q6TDU7,20,20,22,22,18,20,21,4,19,20,18,4,21,17.615384615384617,False
Q96GJ1,54,51,9,51,8,43,1,30,21,37,23,34,39,30.846153846153847,True
Q96S95,4,1,3,2,3,4,1,3,3,3,3,3,3,2.769230769230769,False
Q9BZE3,2,2,2,2,6,7,7,4,4,2,6,16,21,5.0,False
O43639,0,1,0,1,3,17,1,2,2,6,10,2,11,3.25,False
ENSP00000394567,1,1,0,1,1,1,1,1,0,0,33,0,0,0.5833333333333334,False
Q86X67,8,27,0,0,54,50,51,40,47,43,54,41,44,35.30769230769231,True
Q5XXA6,1,3,2,7,0,7,3,14,8,15,9,15,17,7.769230769230769,False
Q9BXI2,1,1,28,1,1,35,15,17,8,21,6,11,17,10.583333333333334,False
Q01954,1,6,1,1,5,4,3,4,7,6,5,3,6,4.0,False
Q5VUM1,51,2,2,1,1,46,6,5,6,19,1,16,7,9.333333333333334,False
Q6DRA6,1,1,5,1,1,5,1,5,26,30,5,18,22,9.307692307692308,False
P04040,35,36,42,38,37,24,29,25,35,33,31,26,33,32.61538461538461,True
Q14204,8,7,11,10,14,7,8,7,7,1,14,11,17,9.384615384615385,False
P68106,2,1,26,26,21,20,36,29,11,43,20,37,12,21.846153846153847,False
Q00532,7,4,5,23,2,3,2,20,4,22,18,17,19,11.23076923076923,False
Q6UN15,9,11,7,6,13,7,6,8,6,7,13,8,1,7.846153846153846,False
P0C7N8,3,3,2,4,0,0,1,0,5,0,2,3,4,2.076923076923077,False
Q32NC0,2,1,2,1,1,0,1,1,1,1,1,0,1,1.0,False
Q8N4C0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
Q8TDF5,1,3,1,0,1,1,3,5,7,9,17,2,5,3.1666666666666665,False
O95208,2,19,7,27,25,16,1,10,17,18,25,10,9,14.307692307692308,False
Q9NV12,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
Q9NVW2,0,0,0,1,0,20,0,24,13,23,15,19,1,8.923076923076923,False
ENSP00000405641,11,1,1,1,1,11,11,10,33,11,1,21,22,8.5,False
Q86TX2,1,1,15,1,10,7,9,6,8,8,9,4,5,5.75,False
P36639,48,16,8,51,34,43,15,15,48,19,24,40,44,31.153846153846153,True
P30050,9,7,5,8,2,6,4,7,2,4,3,7,4,5.230769230769231,False
Q9Y2D2,5,15,6,17,10,13,19,9,11,8,10,16,20,12.23076923076923,False
Q09428,2,3,2,2,5,2,1,2,2,13,22,22,50,6.5,False
Q8N129,6,8,6,6,5,8,5,5,4,6,5,5,21,5.75,False
P22607,1,1,9,1,1,3,1,3,4,1,3,14,18,3.5,False
Q96BK5,10,14,23,23,7,8,13,14,6,9,7,12,6,11.692307692307692,False
Q6P4H8,2,2,3,3,16,13,17,44,43,48,42,45,43,24.692307692307693,False
Q9BYH1,1,1,1,1,1,1,1,1,7,7,11,6,7,2.9166666666666665,False
P11308,1,4,2,2,1,7,5,4,8,9,1,4,4,4.0,False
Q8N8E1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
P37059,1,1,2,2,2,20,5,45,34,43,33,44,44,21.23076923076923,False
Q6IEG0,21,22,1,1,1,0,0,0,21,0,3,0,0,5.384615384615385,False
Q8N3Y1,18,8,8,8,23,6,8,6,8,6,23,15,50,11.416666666666666,False
P30461,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0769230769230769,False
Q9H114,1,1,6,1,1,1,1,1,13,12,23,14,14,5.5,False
Q9BY14,1,1,0,0,0,1,1,1,1,4,1,0,1,0.9230769230769231,False
Q8NDA2,7,7,7,10,1,8,2,15,13,1,1,11,10,7.153846153846154,False
P60412,1,1,4,29,1,18,1,3,2,32,2,21,54,9.583333333333334,False
O75493,0,28,0,23,0,0,1,8,48,48,35,20,51,20.153846153846153,False
ENSP00000395014,1,1,11,9,1,1,1,1,1,37,1,1,1,2.5,False
Q8IXS0,1,1,1,1,0,0,1,0,1,0,3,0,0,0.6923076923076923,False
Q8NF64,5,5,4,9,6,23,7,17,9,23,7,20,8,11.0,False
A6NEV1,1,1,2,1,1,4,1,3,2,2,2,5,5,2.3076923076923075,False
Q14526,3,3,5,4,9,3,9,4,27,8,12,8,2,5.833333333333333,False
ENSP00000412371,1,1,1,1,1,0,1,0,1,0,1,0,1,0.6923076923076923,False
Q14679,27,9,0,0,17,23,17,20,9,25,17,19,8,14.692307692307692,False
O75352,11,14,18,16,10,8,10,9,11,10,10,10,11,10.833333333333334,False
Q86XP1,1,0,0,0,4,5,4,3,20,22,17,20,21,9.0,False
P52272,20,19,10,3,11,18,19,16,7,10,9,12,10,12.615384615384615,False
Q12980,6,7,6,13,7,7,15,8,6,5,7,7,6,7.083333333333333,False
Q9UK41,10,12,11,10,7,5,5,6,8,6,7,6,6,7.615384615384615,False
Q96CD0,9,9,10,9,9,9,9,9,9,9,9,7,9,8.923076923076923,False
Q8TDD5,3,3,6,5,17,21,18,12,11,2,17,3,13,10.076923076923077,False
O43572,2,2,4,4,8,2,2,2,2,2,8,2,4,2.5454545454545454,False
Q9HC10,7,5,8,7,14,19,4,2,18,19,14,4,4,9.615384615384615,False
Q14344,2,8,8,5,2,6,3,4,18,1,8,12,19,7.384615384615385,False
P00749,1,2,0,2,2,2,1,1,52,8,22,1,19,5.083333333333333,False
P10155,44,46,46,45,43,43,44,44,43,45,43,43,44,44.07692307692308,True
Q5VVX9,12,12,2,2,12,13,12,12,6,11,38,23,21,11.5,False
Q08211,2,2,2,2,2,2,17,8,2,34,32,19,45,10.333333333333334,False
Q8TAT5,51,24,3,3,3,45,26,52,24,24,41,3,24,24.846153846153847,False
O14595,2,26,2,12,2,19,26,8,14,26,5,9,9,12.307692307692308,False
P53370,20,18,8,25,47,25,20,20,44,20,47,20,20,25.692307692307693,True
Q9UPV0,27,28,0,28,1,18,21,24,29,18,5,5,51,17.0,False
P09884,25,28,7,6,19,7,5,24,4,11,19,23,22,15.384615384615385,False
Q96T37,2,6,8,8,14,4,3,4,6,3,13,19,6,6.416666666666667,False
Q9NP59,10,8,6,17,13,10,10,10,11,12,15,11,10,10.5,False
Q9BUD6,7,7,8,7,17,4,1,5,5,7,17,4,5,5.454545454545454,False
Q9Y5G0,0,2,6,2,0,6,1,4,12,3,11,11,12,5.384615384615385,False
Q9NQP4,4,17,13,6,5,4,29,11,4,5,5,4,5,6.916666666666667,False
Q9BVN2,5,13,3,2,2,3,3,1,0,12,5,5,6,3.9166666666666665,False
Q96M02,4,4,1,1,1,10,14,0,1,9,11,0,1,4.384615384615385,False
Q8N6V4,11,11,12,12,1,11,11,11,11,11,1,6,11,9.23076923076923,False
Q99567,20,21,5,6,16,5,5,5,12,19,16,4,5,10.692307692307692,False
Q86XK3,25,8,0,1,1,4,8,7,0,6,1,5,7,4.0,False
P47893,0,3,2,3,3,3,1,2,9,4,4,5,4,2.8333333333333335,False
Q96RP8,1,1,1,4,1,1,1,11,46,46,31,4,5,11.76923076923077,False
Q86Y22,3,4,0,9,2,2,3,2,20,1,42,6,9,5.083333333333333,False
Q9ULD2,3,10,1,4,0,0,7,7,5,8,7,21,26,6.083333333333333,False
Q9BSC4,2,2,4,4,1,1,3,1,1,1,1,2,1,1.8461538461538463,False
P06126,0,0,3,0,0,3,2,5,4,5,2,3,3,2.3076923076923075,False
Q8N999,1,1,2,1,1,1,1,1,1,1,1,2,1,1.1538461538461537,False
Q14409,1,1,61,1,1,51,11,11,9,20,10,17,16,12.416666666666666,False
Q86UW5,1,1,0,1,1,0,1,0,0,0,1,0,0,0.46153846153846156,False
A6NP61,5,4,7,7,5,6,5,7,8,7,5,6,7,6.076923076923077,False
Q9Y2B0,4,6,6,5,3,19,6,4,4,6,20,19,19,9.307692307692308,False
P56556,7,3,8,8,9,6,4,7,7,4,9,7,6,6.538461538461538,False
Q8IZU3,6,6,7,7,6,6,6,6,6,7,6,5,7,6.230769230769231,False
Q6P087,4,4,1,25,1,1,9,4,18,21,40,44,47,16.846153846153847,False
P68371,9,10,18,5,4,11,27,5,3,22,3,26,34,13.615384615384615,False
A6PVC2,10,19,13,4,1,22,24,22,27,23,17,18,8,16.0,False
Q13286,13,11,17,10,12,10,9,8,7,9,12,10,19,10.666666666666666,False
Q13491,1,1,8,2,7,1,9,1,3,4,7,6,6,4.3076923076923075,False
Q9Y376,3,6,15,24,4,9,7,6,6,14,8,6,5,7.416666666666667,False
P23560,2,2,2,2,2,1,1,1,3,3,3,2,3,2.076923076923077,False
ENSP00000401000,1,1,1,1,1,1,1,1,1,34,1,1,1,1.0,False
O95471,2,2,2,2,2,2,2,2,2,1,2,2,2,1.9230769230769231,False
Q8TBB1,1,1,1,8,1,0,7,8,3,6,46,16,8,5.0,False
Q3B7T3,4,4,1,0,1,4,1,4,4,4,1,2,4,2.6153846153846154,False
P78406,2,5,2,2,3,4,3,2,2,8,3,5,29,3.4166666666666665,False
P78383,9,14,15,14,5,7,18,7,6,12,5,12,17,10.846153846153847,False
Q8WVR3,11,11,6,6,10,8,8,8,10,8,10,9,10,8.846153846153847,False
Q99614,17,20,18,17,14,10,14,11,12,23,14,30,43,16.666666666666668,False
Q8TCW9,0,0,5,2,3,6,1,2,15,7,6,3,1,3.0,False
Q06124,4,6,5,4,1,4,14,4,10,8,12,15,18,8.076923076923077,False
P13611,1,9,2,2,0,4,3,1,2,1,1,16,17,3.5,False
P40259,4,2,4,4,3,2,9,2,3,2,3,2,3,2.8333333333333335,False
Q9P0K7,0,1,0,0,25,5,10,7,6,23,25,23,41,10.416666666666666,False
ENSP00000388913,1,1,7,0,1,29,2,3,3,3,15,1,1,3.1666666666666665,False
Q6ZS53,0,0,1,1,1,1,1,1,11,11,0,1,1,0.7272727272727273,False
P01574,1,1,0,1,1,0,1,0,2,3,1,1,3,1.1538461538461537,False
Q8NH69,0,2,1,0,3,0,1,0,7,3,5,2,2,1.5833333333333333,False
Q96M27,4,5,1,7,4,4,5,5,4,4,4,4,4,4.230769230769231,False
Q15056,16,16,11,8,12,12,22,10,2,19,12,13,16,13.0,False
P01613,1,1,5,1,1,1,1,1,11,5,22,9,10,3.9166666666666665,False
Q13370,1,7,2,1,5,0,3,3,5,23,39,18,28,8.0,False
Q9ULP9,20,6,6,6,6,19,18,5,22,18,6,12,13,12.076923076923077,False
P49447,4,23,6,8,10,16,19,17,14,24,10,16,17,14.153846153846153,False
Q8NE28,9,10,9,9,1,9,7,8,9,1,52,20,9,8.416666666666666,False
Q8NCG5,1,1,0,10,0,9,0,7,53,13,46,2,4,7.75,False
P41220,1,0,1,0,0,1,0,7,19,25,9,19,25,8.23076923076923,False
Q9H6S3,5,6,11,5,5,2,5,7,9,10,8,7,8,6.769230769230769,False
Q15784,1,7,1,2,1,7,4,5,5,6,3,5,5,4.0,False
P13716,14,13,19,14,14,13,12,12,12,12,13,14,12,12.916666666666666,False
Q8WUM0,15,15,6,3,6,16,4,12,5,1,6,10,13,8.615384615384615,False
Q99467,1,1,1,1,1,1,1,27,1,1,17,19,49,6.0,False
Q86WG3,4,10,2,2,1,1,0,3,5,24,4,13,17,5.166666666666667,False
P23470,2,7,2,2,2,16,3,5,2,1,11,11,19,5.333333333333333,False
P17028,0,0,1,1,1,0,1,0,23,0,1,13,7,2.0833333333333335,False
Q9H7L2,0,0,3,0,4,0,1,0,6,3,5,6,13,2.3333333333333335,False
Q13421,2,2,3,3,3,1,1,1,1,3,11,3,4,2.25,False
Q92794,1,5,1,1,1,23,1,12,5,22,10,9,7,6.25,False
Q14692,5,5,5,4,4,9,4,2,5,5,4,4,3,4.538461538461538,False
Q96K62,6,5,5,56,5,4,4,5,10,5,15,4,8,6.333333333333333,False
O94916,9,8,3,2,2,6,6,6,8,6,7,2,9,5.6923076923076925,False
Q6IE81,1,5,2,2,1,25,21,18,1,23,5,13,4,9.307692307692308,False
O75751,1,1,3,21,0,2,1,24,24,21,36,42,39,16.53846153846154,False
ENSP00000410265,1,1,35,57,1,1,1,1,1,14,1,1,1,4.916666666666667,False
P06401,2,2,0,0,1,1,6,0,1,6,3,6,7,2.6923076923076925,False
P30622,2,22,10,22,5,14,7,4,13,24,5,15,38,11.916666666666666,False
Q8IZD6,20,6,4,9,3,5,8,5,21,19,30,43,46,16.846153846153847,False
Q7L622,0,4,0,0,4,6,4,3,0,7,3,11,14,3.5,False
Q9NXZ1,0,0,0,0,0,35,0,0,37,20,20,7,37,12.0,False
O00767,3,48,56,58,2,45,29,32,30,29,27,30,34,32.53846153846154,True
Q147U1,0,0,10,18,0,0,1,0,29,2,10,12,20,6.083333333333333,False
Q68CJ6,20,21,0,0,0,18,17,17,2,17,3,18,2,10.384615384615385,False
P24043,2,6,4,4,6,36,19,4,5,1,7,14,17,7.416666666666667,False
Q6ZQW0,2,12,17,1,8,10,8,8,9,13,8,7,8,7.833333333333333,False
Q4KMQ1,4,4,3,7,4,3,3,3,4,3,4,3,4,3.769230769230769,False
Q8NGD2,0,0,0,0,0,0,1,0,6,0,0,1,9,0.6666666666666666,False
Q6ZN01,1,1,1,1,1,0,1,0,1,0,2,1,1,0.8461538461538461,False
O00165,8,2,3,2,11,8,3,2,7,2,11,2,7,5.230769230769231,False
Q8NFC6,12,12,3,32,3,1,6,4,3,9,7,8,10,6.5,False
A8K979,15,1,1,1,10,51,23,50,1,52,38,49,48,26.153846153846153,True
O43294,3,3,4,10,14,24,9,19,19,23,13,18,13,13.23076923076923,False
Q03405,0,0,0,0,0,0,1,0,0,4,0,4,1,0.7692307692307693,False
Q8WXJ9,0,0,0,0,10,0,1,0,0,0,10,0,0,0.09090909090909091,False
Q5FVE4,1,17,51,51,40,18,1,43,40,38,37,44,45,32.76923076923077,True
O95935,1,1,0,0,0,0,5,6,3,2,2,6,1,2.076923076923077,False
Q9UNH6,18,5,7,1,0,20,1,11,6,16,8,16,41,9.083333333333334,False
P0C851,4,4,4,4,7,7,4,4,4,4,7,4,4,4.6923076923076925,False
Q5TEC6,1,1,34,1,22,1,31,24,33,28,22,35,34,20.53846153846154,False
Q16626,8,2,2,2,7,2,2,2,2,2,7,2,8,3.6923076923076925,False
Q6P444,0,0,1,0,6,8,3,2,0,7,6,5,8,3.5384615384615383,False
P35499,4,3,8,8,1,4,17,22,19,1,7,10,17,9.307692307692308,False
P37088,8,8,0,9,4,7,0,7,3,9,4,6,3,5.230769230769231,False
Q8TB24,0,0,0,0,0,0,0,3,8,4,10,15,1,2.1666666666666665,False
P56703,1,2,2,1,1,7,4,4,4,5,4,6,7,3.6923076923076925,False
O95359,14,3,3,34,2,8,6,5,3,9,3,4,54,7.833333333333333,False
Q9UBX7,2,1,2,5,1,2,1,2,57,55,6,18,23,5.7272727272727275,False
O95602,7,30,8,10,8,29,6,15,11,21,11,23,29,16.0,False
Q643R3,27,27,1,1,1,24,27,21,23,22,15,19,20,17.53846153846154,False
Q9UF33,4,4,4,4,3,3,4,5,6,1,4,11,4,3.8333333333333335,False
O14807,5,5,25,6,6,5,4,5,1,14,10,15,10,7.166666666666667,False
A8MU93,3,3,2,3,1,2,1,2,3,2,1,2,3,2.1538461538461537,False
Q6NVV7,8,9,10,10,7,7,13,8,8,7,7,7,8,8.0,False
Q8IV53,2,3,2,1,4,0,20,21,2,27,23,20,21,11.23076923076923,False
Q5H9T9,2,3,2,18,1,2,1,2,2,45,1,27,1,5.166666666666667,False
P0C091,2,2,2,12,4,2,8,13,14,9,50,8,9,7.083333333333333,False
Q8IXR9,4,10,6,9,1,9,9,10,10,4,1,4,9,6.615384615384615,False
Q2M1K9,0,0,0,0,0,4,2,3,4,2,3,16,3,1.75,False
P10398,4,4,4,3,5,6,1,21,6,25,39,14,45,11.0,False
Q9BSA9,7,7,8,7,4,51,7,7,7,7,4,51,7,6.545454545454546,False
Q9BWX5,3,21,1,3,3,2,1,10,19,13,8,18,6,8.307692307692308,False
Q8N535,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
A6NFL8,1,1,38,37,1,1,1,1,0,5,1,32,58,9.916666666666666,False
Q8TF30,3,2,3,3,3,16,8,4,4,9,9,4,2,4.5,False
P20648,0,0,22,2,2,55,41,47,38,49,43,44,21,28.0,True
Q8IWR0,1,1,1,1,0,0,0,0,1,0,0,0,0,0.38461538461538464,False
Q5UE93,4,4,4,4,4,3,2,3,4,3,4,4,3,3.5384615384615383,False
Q12769,11,11,7,16,12,11,15,14,7,14,12,14,9,11.76923076923077,False
O75063,4,4,4,4,3,4,3,3,5,5,3,2,5,3.769230769230769,False
P46531,2,3,6,1,4,6,3,2,16,24,4,17,13,6.416666666666667,False
Q8NBQ5,0,0,7,33,5,51,16,38,10,45,34,39,40,24.46153846153846,False
Q8TDG4,13,24,9,23,4,23,18,17,16,1,24,34,37,18.692307692307693,False
Q86TS6,0,0,0,0,0,0,1,0,0,0,2,1,1,0.38461538461538464,False
Q0P670,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0769230769230769,False
P19784,2,2,25,19,27,24,3,8,8,19,27,5,5,13.384615384615385,False
Q93100,5,5,5,5,5,2,5,4,6,3,5,3,6,4.538461538461538,False
Q8IWR1,3,3,4,4,2,26,4,3,16,22,46,7,20,9.5,False
Q8IVC4,3,3,3,3,3,3,1,3,31,13,8,11,5,4.916666666666667,False
Q32M88,41,40,9,7,38,36,41,37,10,36,38,37,37,31.307692307692307,True
Q969U6,6,6,7,6,18,6,6,6,7,6,18,5,6,6.090909090909091,False
Q02928,1,1,4,3,0,21,1,53,35,25,47,15,48,19.53846153846154,False
Q86YV0,0,0,4,4,2,21,12,18,0,19,5,13,17,8.846153846153847,False
Q96SD1,8,10,1,1,13,15,6,9,3,16,13,14,13,9.384615384615385,False
O75074,3,4,5,4,4,8,3,8,8,5,22,5,7,5.333333333333333,False
Q9P1J3,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
Q96CS7,2,2,2,3,0,5,1,0,2,0,10,0,6,1.9166666666666667,False
Q96BZ4,1,27,24,3,3,25,4,21,23,23,44,16,19,15.75,False
Q9NQG6,0,1,2,2,9,7,1,6,1,1,9,6,6,3.923076923076923,False
Q96LX8,1,1,1,1,0,1,1,1,29,10,5,8,9,3.25,False
P48449,35,33,13,16,50,30,10,30,13,30,50,32,33,28.846153846153847,True
Q08AM6,5,5,8,7,7,4,8,4,8,6,7,3,6,6.0,False
Q8IZD0,5,5,1,1,4,1,1,1,1,8,22,5,1,2.8333333333333335,False
P17987,6,6,10,11,4,4,28,4,4,3,11,11,9,6.916666666666667,False
